Station,Date,Salinity,Temperature,Chlorophyll_a,Turbidity,Density,Pressure
MI,2023-04-18,34.02,6.658,0.73,0.38,26.697,1.65
MI,2023-04-18,34.03,6.658,2.35,0.4,26.706,1.74
MI,2023-04-18,34.03,6.656,2.54,0.28,26.709,1.97
MI,2023-04-18,34.03,6.655,2.15,0.28,26.71,2.04
MI,2023-04-18,34.02,6.653,0.97,0.61,26.704,2.15
MI,2023-04-18,34.02,6.654,2.24,0.27,26.703,2.28
MI,2023-04-18,34.04,6.653,1.41,0.51,26.722,2.37
MI,2023-04-18,34.03,6.653,1.13,0.34,26.714,2.46
MI,2023-04-18,34.02,6.654,1.67,0.51,26.704,2.47
MI,2023-04-18,34.03,6.654,2.63,0.39,26.713,2.58
MI,2023-04-18,34.03,6.652,1.08,0.29,26.716,2.76
MI,2023-04-18,34.03,6.651,1.34,0.26,26.717,2.8
MI,2023-04-18,34.03,6.651,0.85,0.32,26.717,2.81
MI,2023-04-18,34.01,6.652,0.87,0.35,26.699,2.82
MI,2023-04-18,34.02,6.652,1.38,0.31,26.708,2.85
MI,2023-04-18,34.02,6.652,1.14,0.25,26.708,2.97
MI,2023-04-18,34.02,6.652,4.39,0.29,26.708,3.04
MI,2023-04-18,34.02,6.651,1.14,1.41,26.71,3.12
MI,2023-04-18,34.05,6.651,1.41,0.29,26.736,3.25
MI,2023-04-18,34.03,6.65,1.86,0.35,26.72,3.29
MI,2023-04-18,34.02,6.65,3.74,0.28,26.712,3.43
MI,2023-04-18,34.02,6.649,2.14,0.38,26.713,3.6
MI,2023-04-18,34.04,6.646,0.82,0.25,26.725,3.67
MI,2023-04-18,34.05,6.648,1.58,0.28,26.732,3.64
MI,2023-04-18,34.04,6.648,2.31,0.28,26.724,3.7
MI,2023-04-18,34.04,6.647,1.09,0.46,26.725,3.79
MI,2023-04-18,34.03,6.647,3.2,0.4,26.716,3.83
MI,2023-04-18,34.04,6.645,2.71,0.33,26.727,3.94
MI,2023-04-18,34.03,6.646,2.95,0.34,26.718,4.05
MI,2023-04-18,34.03,6.644,1.93,0.29,26.72,4.13
MI,2023-04-18,34.03,6.642,5.41,0.32,26.723,4.3
MI,2023-04-18,34.03,6.641,6.01,0.33,26.724,4.37
MI,2023-04-18,34.04,6.64,1.33,0.24,26.734,4.43
MI,2023-04-18,34.04,6.64,1.71,0.25,26.734,4.49
MI,2023-04-18,34.03,6.638,3.27,0.25,26.727,4.52
MI,2023-04-18,34.03,6.637,1.61,0.4,26.729,4.62
MI,2023-04-18,34.04,6.636,1.02,0.67,26.73,4.8
MI,2023-04-18,34.05,6.637,0.78,0.31,26.738,4.76
MI,2023-04-18,34.04,6.636,1.36,0.3,26.731,4.9
MI,2023-04-18,34.05,6.636,3.19,0.24,26.74,5.03
MI,2023-04-18,34.05,6.636,0.83,0.28,26.741,5.14
MI,2023-04-18,34.04,6.636,1.92,0.34,26.732,5.28
MI,2023-04-18,34.06,6.636,0.83,0.35,26.75,5.33
MI,2023-04-18,34.05,6.636,1.57,0.31,26.742,5.47
MI,2023-04-18,34.05,6.635,1.21,0.47,26.743,5.55
MI,2023-04-18,34.05,6.634,1.74,0.31,26.745,5.71
MI,2023-04-18,34.04,6.634,7.03,0.28,26.736,5.68
MI,2023-04-18,34.04,6.635,2.24,0.49,26.735,5.69
MI,2023-04-18,34.05,6.635,7.49,0.33,26.744,5.67
MI,2023-04-18,34.04,6.634,0.94,0.44,26.736,5.72
MI,2023-04-18,34.04,6.634,1,0.25,26.736,5.8
MI,2023-04-18,34.05,6.634,2.12,0.25,26.746,5.92
MI,2023-04-18,34.06,6.633,1.18,0.27,26.756,6.06
MI,2023-04-18,34.05,6.633,1.22,0.25,26.748,6.18
MI,2023-04-18,34.05,6.633,1.69,0.33,26.748,6.31
MI,2023-04-18,34.05,6.632,7.49,0.37,26.749,6.3
MI,2023-04-18,34.03,6.631,1.34,0.28,26.733,6.4
MI,2023-04-18,34.04,6.63,2.38,0.37,26.743,6.55
MI,2023-04-18,34.04,6.63,1.71,0.28,26.744,6.63
MI,2023-04-18,34.04,6.628,0.76,0.34,26.746,6.72
MI,2023-04-18,34.05,6.627,2.09,0.39,26.756,6.83
MI,2023-04-18,34.04,6.627,1.48,0.26,26.748,6.95
MI,2023-04-18,34.04,6.626,1.61,0.31,26.749,7.06
MI,2023-04-18,34.03,6.625,1.72,0.29,26.742,7.15
MI,2023-04-18,34.06,6.621,3.05,0.42,26.763,7.29
MI,2023-04-18,34.05,6.619,2.1,0.4,26.757,7.4
MI,2023-04-18,34.04,6.617,2.3,0.29,26.751,7.53
MI,2023-04-18,34.05,6.615,7.16,0.34,26.762,7.66
MI,2023-04-18,34.04,6.615,4.23,0.38,26.753,7.65
MI,2023-04-18,34.05,6.613,2.95,0.34,26.755,7.73
MI,2023-04-18,34.05,6.609,3.93,0.28,26.759,7.79
MI,2023-04-18,34.06,6.606,1.17,0.38,26.771,8
MI,2023-04-18,34.06,6.601,2.66,0.26,26.768,8.05
MI,2023-04-18,34.04,6.594,1.96,0.33,26.757,8.21
MI,2023-04-18,34.05,6.588,1.76,0.34,26.763,8.27
MI,2023-04-18,34.05,6.58,1.54,0.27,26.762,8.45
MI,2023-04-18,34.04,6.582,1.01,0.32,26.76,8.4
MI,2023-04-18,34.05,6.578,0.98,0.36,26.764,8.44
MI,2023-04-18,34.05,6.573,2.14,0.35,26.769,8.5
MI,2023-04-18,34.06,6.569,2.67,0.39,26.773,8.66
MI,2023-04-18,34.06,6.564,5.37,0.37,26.778,8.64
MI,2023-04-18,34.06,6.561,1.07,0.31,26.781,8.68
MI,2023-04-18,34.06,6.561,1.51,0.44,26.781,8.7
MI,2023-04-18,34.05,6.561,1.9,0.48,26.772,8.79
MI,2023-04-18,34.05,6.562,3.02,0.28,26.772,8.95
MI,2023-04-18,34.05,6.561,1.62,0.31,26.773,8.97
MI,2023-04-18,34.05,6.561,1.6,0.29,26.773,9.05
MI,2023-04-18,34.04,6.563,1.42,0.23,26.764,9.24
MI,2023-04-18,34.06,6.566,1.48,0.26,26.779,9.26
MI,2023-04-18,34.04,6.566,2.09,0.28,26.761,9.3
MI,2023-04-18,34.04,6.564,1.53,0.44,26.764,9.48
MI,2023-04-18,34.05,6.563,1.61,0.38,26.774,9.54
MI,2023-04-18,34.04,6.56,2.29,0.38,26.768,9.61
MI,2023-04-18,34.02,6.557,1.8,0.36,26.754,9.73
MI,2023-04-18,34.02,6.551,3.41,0.31,26.751,9.8
MI,2023-04-18,34.02,6.535,3.05,0.41,26.757,9.94
MI,2023-04-18,34.04,6.524,2.31,0.4,26.777,10.08
MI,2023-04-18,34.04,6.518,2.79,0.42,26.774,10.22
MI,2023-04-18,34.05,6.514,3.1,0.35,26.787,10.35
MI,2023-04-18,34.03,6.501,3.5,1.03,26.773,10.49
MI,2023-04-18,34.01,6.489,6.27,0.4,26.758,10.54
MI,2023-04-18,34.03,6.475,2.84,0.48,26.771,10.65
MI,2023-04-18,34.03,6.467,4.4,0.57,26.779,10.68
MI,2023-04-18,34.05,6.461,5.04,0.45,26.794,10.87
MI,2023-04-18,34.05,6.449,6.13,0.56,26.797,11
MI,2023-04-18,34.06,6.437,7.23,0.55,26.808,11.11
MI,2023-04-18,34.07,6.433,5.61,0.44,26.813,11.23
MI,2023-04-18,34.06,6.422,6.65,0.6,26.806,11.39
MI,2023-04-18,34.05,6.415,6.02,0.78,26.804,11.53
MI,2023-04-18,34.06,6.404,15.57,0.5,26.815,11.76
MI,2023-04-18,34.06,6.401,8.51,0.55,26.809,11.81
MI,2023-04-18,34.07,6.399,4.88,0.47,26.82,11.93
MI,2023-04-18,34.06,6.395,9.12,1.25,26.816,12.08
MI,2023-04-18,34.06,6.395,24.98,1.07,26.816,12.07
MI,2023-04-18,34.05,6.391,10.43,0.81,26.811,12.09
MI,2023-04-18,34.07,6.382,23.22,0.95,26.828,12.16
MI,2023-04-18,34.07,6.373,24.98,1.93,26.828,12.18
MI,2023-04-18,34.08,6.355,24.98,0.79,26.836,12.26
MI,2023-04-18,34.06,6.358,20.65,0.78,26.825,12.36
MI,2023-04-18,34.09,6.356,23.78,0.46,26.844,12.35
MI,2023-04-18,34.07,6.357,46.35,3.56,26.825,12.27
MI,2023-04-18,34.07,6.36,31.08,2.47,26.831,12.1
MI,2023-04-18,34.08,6.363,39.32,2.03,26.837,12.1
MI,2023-04-18,34.08,6.377,21.17,0.64,26.832,11.92
MI,2023-04-18,34.06,6.388,10.63,0.55,26.812,11.79
MI,2023-04-18,34.07,6.388,9.55,0.62,26.821,11.71
MI,2023-04-18,34.07,6.39,9.89,0.57,26.818,11.54
MI,2023-04-18,34.04,6.389,5.82,1.19,26.801,11.48
MI,2023-04-18,34.05,6.391,19.75,0.64,26.808,11.32
MI,2023-04-18,34.06,6.395,5.92,0.63,26.812,11.2
MI,2023-04-18,34.07,6.406,7.96,0.68,26.819,11.03
MI,2023-04-18,34.07,6.413,5.74,0.74,26.812,10.93
MI,2023-04-18,34.07,6.422,5.09,0.38,26.812,10.78
MI,2023-04-18,34.08,6.425,9.09,0.43,26.818,10.67
MI,2023-04-18,34.07,6.425,6.65,0.47,26.809,10.62
MI,2023-04-18,34.07,6.425,5.9,0.44,26.808,10.59
MI,2023-04-18,34.08,6.426,3.36,0.62,26.816,10.62
MI,2023-04-18,34.07,6.43,3.85,0.61,26.812,10.5
MI,2023-04-18,34.05,6.436,2.65,0.53,26.797,10.34
MI,2023-04-18,34.07,6.439,7.15,0.54,26.812,10.26
MI,2023-04-18,34.05,6.448,5.45,0.72,26.794,10.08
MI,2023-04-18,34.07,6.456,3.49,0.38,26.804,9.95
MI,2023-04-18,34.07,6.457,4.05,0.55,26.802,9.88
MI,2023-04-18,34.06,6.472,1.36,0.39,26.797,9.79
MI,2023-04-18,34.06,6.491,6.95,0.35,26.787,9.6
MI,2023-04-18,34.06,6.497,3.5,0.34,26.79,9.49
MI,2023-04-18,34.04,6.505,1.19,0.36,26.774,9.36
MI,2023-04-18,34.06,6.521,0.93,0.31,26.785,9.2
MI,2023-04-18,34.05,6.529,1.67,0.44,26.777,9.09
MI,2023-04-18,34.06,6.552,3.56,0.3,26.781,8.9
MI,2023-04-18,34.07,6.564,1.33,0.28,26.787,8.79
MI,2023-04-18,34.06,6.573,1.04,0.3,26.778,8.69
MI,2023-04-18,34.06,6.569,2.68,0.31,26.773,8.57
MI,2023-04-18,34.04,6.571,1.63,0.35,26.761,8.38
MI,2023-04-18,34.06,6.565,2.23,0.4,26.775,8.31
MI,2023-04-18,34.04,6.559,1.42,0.29,26.763,8.17
MI,2023-04-18,34.07,6.559,7.49,0.34,26.78,8.04
MI,2023-04-18,34.05,6.561,2.95,0.31,26.769,8.01
MI,2023-04-18,34.04,6.561,3.7,0.32,26.76,7.83
MI,2023-04-18,34.06,6.559,1.76,0.3,26.769,7.66
MI,2023-04-18,34.06,6.565,2.71,0.36,26.772,7.52
MI,2023-04-18,34.05,6.587,1.71,0.27,26.76,7.35
MI,2023-04-18,34.04,6.6,2.16,0.29,26.747,7.15
MI,2023-04-18,34.05,6.606,1.24,0.37,26.759,7.04
MI,2023-04-18,34.05,6.609,1.38,0.31,26.755,6.75
MI,2023-04-18,34.06,6.61,2.85,0.57,26.762,6.58
MI,2023-04-18,34.02,6.613,0.99,0.3,26.732,6.31
MI,2023-04-18,34.04,6.616,3.93,0.33,26.746,6.13
MI,2023-04-18,34.07,6.614,1.44,0.29,26.765,6.2
MI,2023-04-18,34.03,6.614,1.52,0.31,26.739,6.12
MI,2023-04-18,34.04,6.615,1.45,0.3,26.746,6.02
MI,2023-04-18,34.04,6.618,2.19,0.29,26.743,5.97
MI,2023-04-18,34.03,6.62,3.69,0.38,26.732,5.82
MI,2023-04-18,34.04,6.619,1.17,0.39,26.742,5.82
MI,2023-04-18,34.05,6.622,0.99,0.39,26.746,5.55
MI,2023-04-18,34.06,6.622,0.94,0.32,26.755,5.46
MI,2023-04-18,34.04,6.621,1.42,0.27,26.737,5.15
MI,2023-04-18,34.04,6.621,1.06,0.42,26.736,4.96
MI,2023-04-18,34.06,6.621,3.48,0.36,26.753,4.84
MI,2023-04-18,34.03,6.623,1.07,0.29,26.724,4.56
MI,2023-04-18,34.04,6.624,1.08,0.33,26.731,4.33
MI,2023-04-18,34.04,6.625,2.38,0.27,26.729,4.19
MI,2023-04-18,34.03,6.63,1.97,0.44,26.723,3.85
MI,2023-04-18,34.04,6.635,3.18,0.28,26.726,3.55
MI,2023-04-18,34.05,6.636,1.69,0.44,26.733,3.41
MI,2023-04-18,34.02,6.638,1.68,0.27,26.713,3.08
MI,2023-04-18,34.02,6.642,3.4,0.28,26.708,2.8
MI,2023-04-18,34.04,6.645,1.41,0.34,26.722,2.56
MI,2023-04-18,34.01,6.647,1.69,0.43,26.701,2.33
MI,2023-04-18,34.02,6.65,1.26,0.41,26.705,1.88
MI,2023-04-18,34.02,6.65,3.31,0.39,26.704,1.65
MI,2023-04-18,34.03,6.653,1.01,0.27,26.709,1.38
MI,2023-04-18,34,6.654,1.14,0.38,26.681,1.21
MI,2023-04-18,34.01,6.66,1.29,0.31,26.693,1.02
MI,2023-04-18,34.01,6.665,3.84,0.32,26.687,0.75
MI,2023-04-18,34,6.669,1.82,0.25,26.682,0.43
MI,2023-04-18,34.02,6.667,0.7,0.43,26.692,0.4
MI,2023-04-18,34,6.669,2.23,0.28,26.681,0.18
MI,2023-04-18,34,6.67,1.42,0.32,26.68,0.22
MI,2023-04-25,33.96,6.19,1.35,3.74,26.707,0.14
MI,2023-04-25,33.79,6.454,2.49,9.68,26.536,0.16
MI,2023-04-25,33.75,6.523,0.71,3.51,26.499,0.16
MI,2023-04-25,33.73,6.547,0.65,3.02,26.477,0.17
MI,2023-04-25,33.74,6.557,1.08,6.93,26.486,0.18
MI,2023-04-25,33.74,6.558,0.83,6.64,26.485,0.17
MI,2023-04-25,33.74,6.557,1.9,0.32,26.486,0.18
MI,2023-04-25,33.75,6.558,0.65,0.34,26.494,0.18
MI,2023-04-25,33.76,6.56,0.65,0.38,26.501,0.19
MI,2023-04-25,33.76,6.556,0.7,5.87,26.504,0.19
MI,2023-04-25,33.76,6.56,1.04,9.98,26.501,0.19
MI,2023-04-25,33.76,6.561,1.15,3.37,26.5,0.2
MI,2023-04-25,33.77,6.559,1.1,12.49,26.51,0.22
MI,2023-04-25,33.76,6.56,2.34,4.69,26.501,0.21
MI,2023-04-25,33.76,6.562,2.49,9.99,26.499,0.22
MI,2023-04-25,33.78,6.562,0.98,0.34,26.516,0.2
MI,2023-04-25,33.75,6.564,0.62,0.33,26.497,0.22
MI,2023-04-25,33.76,6.566,0.69,0.32,26.504,0.22
MI,2023-04-25,33.75,6.566,0.67,0.55,26.495,0.22
MI,2023-04-25,33.78,6.564,1.96,0.52,26.515,0.24
MI,2023-04-25,33.76,6.565,1.5,0.98,26.505,0.22
MI,2023-04-25,33.78,6.564,2.49,6.22,26.515,0.24
MI,2023-04-25,33.76,6.558,2.49,8.36,26.503,0.22
MI,2023-04-25,33.77,6.564,0.8,1.53,26.506,0.21
MI,2023-04-25,33.76,6.561,0.78,1.73,26.5,0.25
MI,2023-04-25,33.79,6.555,0.73,0.35,26.523,0.37
MI,2023-04-25,33.78,6.559,0.65,0.31,26.521,0.65
MI,2023-04-25,33.78,6.561,0.67,0.37,26.519,0.74
MI,2023-04-25,33.78,6.562,0.68,0.32,26.519,0.79
MI,2023-04-25,33.77,6.561,0.71,0.37,26.511,0.84
MI,2023-04-25,33.78,6.559,1.33,0.32,26.522,0.99
MI,2023-04-25,33.78,6.56,0.8,0.34,26.522,1.11
MI,2023-04-25,33.78,6.559,0.67,0.4,26.523,1.23
MI,2023-04-25,33.8,6.56,0.78,0.35,26.541,1.4
MI,2023-04-25,33.79,6.56,0.97,0.37,26.532,1.42
MI,2023-04-25,33.79,6.56,1.12,0.31,26.533,1.55
MI,2023-04-25,33.8,6.561,0.78,0.39,26.541,1.73
MI,2023-04-25,33.8,6.561,0.77,0.34,26.542,1.83
MI,2023-04-25,33.77,6.561,0.95,0.38,26.516,1.95
MI,2023-04-25,33.79,6.56,1.09,0.38,26.535,2.01
MI,2023-04-25,33.8,6.558,0.88,0.32,26.546,2.15
MI,2023-04-25,33.8,6.559,0.82,0.31,26.545,2.2
MI,2023-04-25,33.79,6.558,0.83,0.37,26.538,2.37
MI,2023-04-25,33.8,6.557,0.83,0.31,26.548,2.44
MI,2023-04-25,33.8,6.557,0.96,0.38,26.548,2.44
MI,2023-04-25,33.8,6.557,0.87,0.37,26.548,2.49
MI,2023-04-25,33.78,6.556,0.9,0.38,26.532,2.61
MI,2023-04-25,33.78,6.557,1.03,0.32,26.532,2.84
MI,2023-04-25,33.81,6.556,1.04,0.32,26.551,2.9
MI,2023-04-25,33.79,6.555,0.91,0.31,26.544,3.07
MI,2023-04-25,33.82,6.555,0.92,0.39,26.561,3.13
MI,2023-04-25,33.79,6.553,0.95,0.39,26.538,3.38
MI,2023-04-25,33.8,6.554,0.95,0.38,26.546,3.44
MI,2023-04-25,33.81,6.553,1.06,0.39,26.556,3.55
MI,2023-04-25,33.81,6.552,1.15,0.34,26.558,3.7
MI,2023-04-25,33.81,6.555,1.14,0.34,26.555,3.75
MI,2023-04-25,33.79,6.552,2.49,0.34,26.541,3.9
MI,2023-04-25,33.8,6.55,1.23,0.33,26.552,3.99
MI,2023-04-25,33.81,6.548,1.33,0.33,26.563,4.17
MI,2023-04-25,33.79,6.546,1.3,0.33,26.548,4.26
MI,2023-04-25,33.82,6.545,1.23,0.33,26.567,4.34
MI,2023-04-25,33.82,6.544,1.35,0.34,26.568,4.42
MI,2023-04-25,33.82,6.543,1.3,0.37,26.569,4.49
MI,2023-04-25,33.83,6.542,1.5,0.34,26.58,4.64
MI,2023-04-25,33.82,6.541,1.3,0.35,26.572,4.71
MI,2023-04-25,33.82,6.54,1.46,0.33,26.573,4.82
MI,2023-04-25,33.82,6.541,1.5,0.37,26.573,4.88
MI,2023-04-25,33.82,6.54,1.49,0.36,26.574,5.07
MI,2023-04-25,33.82,6.538,1.59,0.34,26.577,5.21
MI,2023-04-25,33.81,6.537,1.48,0.36,26.569,5.28
MI,2023-04-25,33.82,6.538,1.7,0.38,26.578,5.46
MI,2023-04-25,33.81,6.536,1.5,0.39,26.572,5.62
MI,2023-04-25,33.8,6.536,1.61,0.34,26.563,5.65
MI,2023-04-25,33.84,6.534,1.62,0.32,26.592,5.78
MI,2023-04-25,33.82,6.533,1.95,0.37,26.575,5.86
MI,2023-04-25,33.8,6.534,1.61,0.33,26.566,5.94
MI,2023-04-25,33.82,6.532,1.76,0.33,26.577,6.11
MI,2023-04-25,33.83,6.533,1.88,0.34,26.586,6.21
MI,2023-04-25,33.83,6.533,1.61,0.46,26.586,6.26
MI,2023-04-25,33.84,6.531,1.63,0.35,26.597,6.43
MI,2023-04-25,33.84,6.531,1.77,0.35,26.598,6.63
MI,2023-04-25,33.84,6.532,1.87,0.37,26.597,6.72
MI,2023-04-25,33.84,6.532,1.75,0.31,26.598,6.9
MI,2023-04-25,33.86,6.532,1.87,0.33,26.616,7.03
MI,2023-04-25,33.85,6.533,1.74,0.33,26.607,7.12
MI,2023-04-25,33.86,6.533,1.86,0.46,26.616,7.3
MI,2023-04-25,33.86,6.534,1.92,0.42,26.616,7.41
MI,2023-04-25,33.86,6.533,1.85,0.33,26.617,7.54
MI,2023-04-25,33.86,6.533,1.82,0.33,26.618,7.59
MI,2023-04-25,33.86,6.534,1.83,0.33,26.617,7.74
MI,2023-04-25,33.86,6.533,1.87,0.34,26.619,7.96
MI,2023-04-25,33.86,6.534,1.8,0.36,26.619,8.05
MI,2023-04-25,33.86,6.533,1.85,0.36,26.62,8.2
MI,2023-04-25,33.88,6.534,1.98,0.45,26.637,8.3
MI,2023-04-25,33.87,6.534,2.04,0.37,26.629,8.45
MI,2023-04-25,33.86,6.534,1.92,0.39,26.621,8.54
MI,2023-04-25,33.86,6.534,1.79,0.34,26.621,8.65
MI,2023-04-25,33.86,6.534,1.85,0.32,26.622,8.83
MI,2023-04-25,33.88,6.535,1.95,0.34,26.639,8.96
MI,2023-04-25,33.88,6.534,1.81,0.33,26.641,9.06
MI,2023-04-25,33.88,6.534,2.05,0.42,26.641,9.23
MI,2023-04-25,33.88,6.535,1.86,0.49,26.641,9.36
MI,2023-04-25,33.88,6.533,2.45,0.31,26.643,9.43
MI,2023-04-25,33.87,6.532,2.23,0.4,26.636,9.67
MI,2023-04-25,33.89,6.525,2.49,0.34,26.652,9.75
MI,2023-04-25,33.89,6.53,1.85,0.35,26.657,9.91
MI,2023-04-25,33.88,6.529,1.74,0.66,26.649,10.02
MI,2023-04-25,33.89,6.526,1.99,0.33,26.652,10.17
MI,2023-04-25,33.89,6.524,1.82,0.49,26.655,10.3
MI,2023-04-25,33.89,6.524,1.86,0.35,26.655,10.43
MI,2023-04-25,33.89,6.524,1.61,0.37,26.656,10.57
MI,2023-04-25,33.88,6.523,1.78,0.33,26.648,10.58
MI,2023-04-25,33.9,6.521,2.07,0.33,26.669,10.87
MI,2023-04-25,33.89,6.522,1.83,0.34,26.659,10.87
MI,2023-04-25,33.89,6.521,1.72,0.42,26.661,11.02
MI,2023-04-25,33.91,6.522,1.68,0.35,26.677,10.88
MI,2023-04-25,33.92,6.522,1.87,0.35,26.685,10.67
MI,2023-04-25,33.91,6.522,1.83,0.34,26.676,10.71
MI,2023-04-25,33.9,6.523,1.83,0.36,26.666,10.63
MI,2023-04-25,33.91,6.521,2.06,0.36,26.677,10.62
MI,2023-04-25,33.91,6.522,1.87,0.35,26.676,10.66
MI,2023-04-25,33.91,6.521,1.87,0.31,26.677,10.68
MI,2023-04-25,33.9,6.521,1.95,0.37,26.668,10.67
MI,2023-04-25,33.91,6.522,2.18,0.36,26.676,10.64
MI,2023-04-25,33.91,6.522,1.82,0.35,26.676,10.7
MI,2023-04-25,33.9,6.523,1.75,0.81,26.666,10.64
MI,2023-04-25,33.92,6.523,1.78,0.41,26.684,10.65
MI,2023-04-25,33.91,6.522,6.16,0.37,26.675,10.54
MI,2023-04-25,33.91,6.523,1.87,0.46,26.674,10.42
MI,2023-04-25,33.9,6.524,1.81,0.39,26.664,10.39
MI,2023-04-25,33.91,6.526,1.9,0.32,26.67,10.14
MI,2023-04-25,33.93,6.528,1.89,0.35,26.685,10.04
MI,2023-04-25,33.93,6.528,1.87,0.38,26.685,9.9
MI,2023-04-25,33.9,6.531,1.83,0.36,26.663,9.65
MI,2023-04-25,33.92,6.531,1.95,0.32,26.671,9.45
MI,2023-04-25,33.93,6.532,1.76,0.39,26.678,9.31
MI,2023-04-25,33.9,6.532,1.94,0.39,26.661,9.3
MI,2023-04-25,33.92,6.535,1.84,0.37,26.674,9.02
MI,2023-04-25,33.91,6.536,2.11,0.36,26.664,8.9
MI,2023-04-25,33.92,6.536,3.38,0.38,26.673,8.82
MI,2023-04-25,33.91,6.535,1.8,0.34,26.664,8.64
MI,2023-04-25,33.92,6.536,2.3,0.51,26.671,8.52
MI,2023-04-25,33.9,6.534,1.82,0.34,26.655,8.45
MI,2023-04-25,33.9,6.535,1.83,0.33,26.654,8.24
MI,2023-04-25,33.92,6.535,1.76,0.52,26.671,8.2
MI,2023-04-25,33.92,6.536,1.99,0.32,26.669,8.04
MI,2023-04-25,33.9,6.536,1.9,0.33,26.651,7.89
MI,2023-04-25,33.9,6.536,1.79,0.37,26.651,7.8
MI,2023-04-25,33.9,6.536,1.84,0.37,26.65,7.66
MI,2023-04-25,33.89,6.535,1.79,0.45,26.642,7.53
MI,2023-04-25,33.88,6.535,1.74,0.39,26.633,7.41
MI,2023-04-25,33.89,6.536,1.8,0.49,26.64,7.27
MI,2023-04-25,33.9,6.534,1.93,0.37,26.65,7.11
MI,2023-04-25,33.9,6.533,1.83,0.38,26.65,7.01
MI,2023-04-25,33.88,6.533,1.8,0.45,26.632,6.85
MI,2023-04-25,33.9,6.533,1.86,0.4,26.649,6.62
MI,2023-04-25,33.88,6.533,1.71,0.39,26.631,6.6
MI,2023-04-25,33.88,6.53,1.89,0.39,26.633,6.4
MI,2023-04-25,33.89,6.531,1.67,0.36,26.64,6.22
MI,2023-04-25,33.88,6.53,1.7,0.37,26.631,6.05
MI,2023-04-25,33.9,6.53,1.69,0.37,26.64,5.96
MI,2023-04-25,33.89,6.53,1.69,0.44,26.63,5.76
MI,2023-04-25,33.91,6.53,1.77,0.33,26.647,5.61
MI,2023-04-25,33.9,6.531,5.29,0.55,26.637,5.45
MI,2023-04-25,33.88,6.531,2,0.33,26.627,5.22
MI,2023-04-25,33.88,6.533,1.63,0.38,26.625,5.07
MI,2023-04-25,33.86,6.533,1.57,0.36,26.607,4.96
MI,2023-04-25,33.88,6.533,1.52,0.35,26.623,4.76
MI,2023-04-25,33.88,6.533,1.43,0.4,26.622,4.55
MI,2023-04-25,33.87,6.533,1.48,0.36,26.613,4.4
MI,2023-04-25,33.88,6.533,1.69,0.35,26.621,4.19
MI,2023-04-25,33.88,6.533,1.2,0.39,26.62,3.95
MI,2023-04-25,33.85,6.532,1.25,0.32,26.594,3.85
MI,2023-04-25,33.86,6.533,2.21,0.34,26.601,3.65
MI,2023-04-25,33.82,6.532,1.09,0.38,26.566,3.43
MI,2023-04-25,33.86,6.538,1.13,2.11,26.595,3.3
MI,2023-04-25,33.85,6.545,0.98,0.36,26.588,3.16
MI,2023-04-25,33.85,6.545,1.12,0.54,26.587,2.89
MI,2023-04-25,33.85,6.548,1.11,0.33,26.584,2.85
MI,2023-04-25,33.81,6.552,1.4,0.38,26.553,2.62
MI,2023-04-25,33.86,6.555,0.91,0.34,26.593,2.42
MI,2023-04-25,33.83,6.554,1.1,0.31,26.568,2.32
MI,2023-04-25,33.84,6.556,0.86,0.33,26.573,2.04
MI,2023-04-25,33.81,6.558,0.85,0.32,26.553,1.84
MI,2023-04-25,33.83,6.559,1.11,0.39,26.56,1.67
MI,2023-04-25,33.82,6.56,0.83,0.31,26.559,1.52
MI,2023-04-25,33.82,6.562,0.8,0.45,26.556,1.32
MI,2023-04-25,33.81,6.565,1.15,0.35,26.544,1.15
MI,2023-04-25,33.81,6.563,0.73,0.4,26.545,0.95
MI,2023-04-25,33.83,6.564,0.71,0.34,26.561,0.85
MI,2023-04-25,33.82,6.558,0.71,0.39,26.548,0.64
MI,2023-04-25,33.8,6.562,0.76,0.92,26.535,0.45
MI,2023-04-25,33.81,6.561,2.49,11.95,26.544,0.32
MI,2023-04-25,33.79,6.562,1.08,7.96,26.525,0.2
MI,2023-04-25,33.8,6.564,0.92,7.46,26.532,0.15
MI,2023-04-25,33.79,6.566,0.77,1.49,26.521,0.15
MI,2023-04-25,33.78,6.567,0.8,0.33,26.52,0.13
MI,2023-04-25,33.8,6.567,0.94,0.42,26.529,0.11
MI,2023-04-25,33.81,6.568,1.01,0.32,26.537,0.15
MI,2023-04-25,33.78,6.57,0.99,0.33,26.517,0.11
MI,2023-04-25,33.8,6.569,1.14,0.35,26.536,0.11
MI,2023-04-25,33.73,6.569,0.99,0.49,26.474,0.08
MI,2023-04-25,33.78,6.567,0.76,0.37,26.52,0.11
MI,2023-04-25,33.67,6.563,0.91,5.31,26.427,0.08
MI,2023-04-25,33.77,6.56,0.8,3.83,26.509,0.1
MI,2023-04-25,33.81,6.563,0.77,0.37,26.542,0.17
MI,2023-04-25,33.81,6.564,0.77,0.34,26.541,0.28
MI,2023-04-25,33.8,6.564,0.71,0.45,26.533,0.49
MI,2023-04-25,33.79,6.563,0.72,0.34,26.526,0.53
MI,2023-04-25,33.81,6.562,0.74,0.33,26.545,0.7
MI,2023-04-25,33.81,6.561,0.68,0.36,26.546,0.82
MI,2023-04-25,33.81,6.562,0.66,0.32,26.546,0.93
